survived,pclass,sex,age,sibsp,parch,fare,embarked,family_size,is_alone,age_group,fare_category,title,survival_priority,fare_per_person
0,2,male,16.0,0,0,26.0,S,1,1,Remaja,Mahal,Mr,Rendah,26.0
0,3,female,28.0,8,2,69.55,S,11,0,Dewasa_Muda,Sangat_Mahal,Miss,Sedang,6.322727272727272
0,1,male,28.0,0,0,30.6958,C,1,1,Dewasa_Muda,Mahal,Mr,Rendah,30.6958
0,3,male,25.0,0,0,7.8958,S,1,1,Dewasa_Muda,Murah,Mr,Rendah,7.8958
0,2,male,39.0,0,0,13.0,S,1,1,Dewasa,Menengah,Mr,Rendah,13.0
1,1,female,49.0,0,0,25.9292,S,1,1,Dewasa,Mahal,Lainnya,Tinggi,25.9292
1,3,female,31.0,0,0,8.6833,S,1,1,Dewasa_Muda,Menengah,Mrs,Sedang,8.6833
0,3,male,30.0,0,0,7.2292,C,1,1,Dewasa_Muda,Murah,Mr,Rendah,7.2292
0,3,female,30.0,1,1,24.15,S,3,0,Dewasa_Muda,Mahal,Mrs,Sedang,8.049999999999999
0,2,male,34.0,0,0,13.0,S,1,1,Dewasa_Muda,Menengah,Mr,Rendah,13.0
1,2,female,31.0,1,1,26.25,S,3,0,Dewasa_Muda,Mahal,Mrs,Sedang,8.75
1,1,male,11.0,1,2,120.0,S,4,0,Anak,Sangat_Mahal,Master,Tinggi,30.0
1,3,male,0.42,0,1,8.5167,C,2,0,Anak,Menengah,Master,Sedang,4.25835
1,3,male,27.0,0,0,6.975,S,1,1,Dewasa_Muda,Murah,Mr,Rendah,6.975
0,3,male,31.0,0,0,7.775,S,1,1,Dewasa_Muda,Murah,Mr,Rendah,7.775
0,1,male,39.0,0,0,0.0,S,1,1,Dewasa,Murah,Mr,Rendah,0.0
0,3,female,18.0,0,0,7.775,S,1,1,Remaja,Murah,Miss,Sedang,7.775
0,2,male,39.0,0,0,13.0,S,1,1,Dewasa,Menengah,Mr,Rendah,13.0
1,1,female,33.0,1,0,53.1,S,2,0,Dewasa_Muda,Sangat_Mahal,Mrs,Tinggi,26.55
0,3,male,26.0,0,0,7.8875,S,1,1,Dewasa_Muda,Murah,Mr,Rendah,7.8875
0,3,male,39.0,0,0,24.15,S,1,1,Dewasa,Mahal,Mr,Rendah,24.15
0,2,male,35.0,0,0,10.5,S,1,1,Dewasa_Muda,Menengah,Mr,Rendah,10.5
0,3,female,6.0,4,2,31.275,S,7,0,Anak,Sangat_Mahal,Miss,Tinggi,4.4678571428571425
0,3,male,30.5,0,0,8.05,S,1,1,Dewasa_Muda,Menengah,Mr,Rendah,8.05
0,1,male,28.0,0,0,0.0,S,1,1,Dewasa_Muda,Murah,Mr,Rendah,0.0
0,3,female,23.0,0,0,7.925,S,1,1,Dewasa_Muda,Menengah,Miss,Sedang,7.925
0,2,male,31.0,1,1,37.0042,C,3,0,Dewasa_Muda,Sangat_Mahal,Mr,Rendah,12.334733333333332
0,3,male,43.0,0,0,6.45,S,1,1,Dewasa,Murah,Mr,Rendah,6.45
0,3,male,10.0,3,2,27.9,S,6,0,Anak,Mahal,Master,Sedang,4.6499999999999995
1,1,female,52.0,1,1,93.5,S,3,0,Dewasa,Sangat_Mahal,Mrs,Tinggi,31.166666666666668
1,3,male,27.0,0,0,8.6625,S,1,1,Dewasa_Muda,Menengah,Mr,Rendah,8.6625
0,1,male,38.0,0,0,0.0,S,1,1,Dewasa,Murah,Lainnya,Rendah,0.0
1,3,female,27.0,0,1,12.475,S,2,0,Dewasa_Muda,Menengah,Mrs,Sedang,6.2375
0,3,male,2.0,4,1,39.6875,S,6,0,Anak,Sangat_Mahal,Master,Sedang,6.614583333333333
0,3,male,28.0,0,0,6.95,Q,1,1,Dewasa_Muda,Murah,Mr,Rendah,6.95
0,3,male,28.0,0,0,56.4958,S,1,1,Dewasa_Muda,Sangat_Mahal,Mr,Rendah,56.4958
1,2,male,1.0,0,2,37.0042,C,3,0,Anak,Sangat_Mahal,Master,Sedang,12.334733333333332
1,3,male,28.0,0,0,7.75,Q,1,1,Dewasa_Muda,Murah,Mr,Rendah,7.75
1,1,female,62.0,0,0,80.0,S,1,1,Lansia,Sangat_Mahal,Mrs,Tinggi,80.0
1,3,female,15.0,1,0,14.4542,C,2,0,Remaja,Mahal,Mrs,Sedang,7.2271
1,2,male,0.83,1,1,18.75,S,3,0,Anak,Mahal,Master,Sedang,6.25
0,3,male,28.0,0,0,7.2292,C,1,1,Dewasa_Muda,Murah,Mr,Rendah,7.2292
0,3,male,23.0,0,0,7.8542,S,1,1,Dewasa_Muda,Murah,Mr,Rendah,7.8542
0,3,male,18.0,0,0,8.3,S,1,1,Remaja,Menengah,Mr,Rendah,8.3
1,1,female,39.0,1,1,83.1583,C,3,0,Dewasa,Sangat_Mahal,Miss,Tinggi,27.71943333333333
0,3,male,21.0,0,0,8.6625,S,1,1,Dewasa_Muda,Menengah,Mr,Rendah,8.6625
0,3,male,28.0,0,0,8.05,S,1,1,Dewasa_Muda,Menengah,Mr,Rendah,8.05
1,3,male,32.0,0,0,56.4958,S,1,1,Dewasa_Muda,Sangat_Mahal,Mr,Rendah,56.4958
1,1,male,28.0,0,0,29.7,C,1,1,Dewasa_Muda,Mahal,Mr,Rendah,29.7
0,3,male,20.0,0,0,7.925,S,1,1,Dewasa_Muda,Menengah,Mr,Rendah,7.925
0,2,male,16.0,0,0,10.5,S,1,1,Remaja,Menengah,Mr,Rendah,10.5
1,1,female,30.0,0,0,31.0,C,1,1,Dewasa_Muda,Mahal,Miss,Tinggi,31.0
0,3,male,34.5,0,0,6.4375,C,1,1,Dewasa_Muda,Murah,Mr,Rendah,6.4375
0,3,male,17.0,0,0,8.6625,S,1,1,Remaja,Menengah,Mr,Rendah,8.6625
0,3,male,42.0,0,0,7.55,S,1,1,Dewasa,Murah,Mr,Rendah,7.55
0,3,male,28.0,8,2,69.55,S,11,0,Dewasa_Muda,Sangat_Mahal,Mr,Rendah,6.322727272727272
0,3,male,35.0,0,0,7.8958,C,1,1,Dewasa_Muda,Murah,Mr,Rendah,7.8958
0,2,male,28.0,0,1,33.0,S,2,0,Dewasa_Muda,Sangat_Mahal,Lainnya,Rendah,16.5
1,1,female,28.0,1,0,89.1042,C,2,0,Dewasa_Muda,Sangat_Mahal,Mrs,Tinggi,44.5521
0,3,male,4.0,4,2,31.275,S,7,0,Anak,Sangat_Mahal,Master,Sedang,4.4678571428571425
0,3,male,74.0,0,0,7.775,S,1,1,Lansia,Murah,Mr,Rendah,7.775
0,3,female,9.0,1,1,15.2458,C,3,0,Anak,Mahal,Miss,Tinggi,5.081933333333333
1,1,female,16.0,0,1,39.4,S,2,0,Remaja,Sangat_Mahal,Miss,Tinggi,19.7
0,2,female,44.0,1,0,26.0,S,2,0,Dewasa,Mahal,Mrs,Sedang,13.0
1,3,female,18.0,0,1,9.35,S,2,0,Remaja,Menengah,Mrs,Sedang,4.675
1,1,female,45.0,1,1,164.8667,S,3,0,Dewasa,Sangat_Mahal,Mrs,Tinggi,54.95556666666667
1,1,male,51.0,0,0,26.55,S,1,1,Dewasa,Mahal,Mr,Rendah,26.55
1,3,female,24.0,0,3,19.2583,C,4,0,Dewasa_Muda,Mahal,Mrs,Sedang,4.814575
0,3,male,28.0,0,0,7.2292,C,1,1,Dewasa_Muda,Murah,Mr,Rendah,7.2292
0,3,male,41.0,2,0,14.1083,S,3,0,Dewasa,Menengah,Mr,Rendah,4.702766666666666
0,2,male,21.0,1,0,11.5,S,2,0,Dewasa_Muda,Menengah,Mr,Rendah,5.75
1,1,female,48.0,0,0,25.9292,S,1,1,Dewasa,Mahal,Mrs,Tinggi,25.9292
0,3,female,28.0,8,2,69.55,S,11,0,Dewasa_Muda,Sangat_Mahal,Miss,Sedang,6.322727272727272
0,2,male,24.0,0,0,13.0,S,1,1,Dewasa_Muda,Menengah,Mr,Rendah,13.0
1,2,female,42.0,0,0,13.0,S,1,1,Dewasa,Menengah,Mrs,Sedang,13.0
1,2,female,27.0,1,0,13.8583,C,2,0,Dewasa_Muda,Menengah,Miss,Sedang,6.92915
0,1,male,31.0,0,0,50.4958,S,1,1,Dewasa_Muda,Sangat_Mahal,Mr,Rendah,50.4958
0,3,male,28.0,0,0,9.5,S,1,1,Dewasa_Muda,Menengah,Mr,Rendah,9.5
1,3,male,4.0,1,1,11.1333,S,3,0,Anak,Menengah,Master,Sedang,3.7111
0,3,male,26.0,0,0,7.8958,S,1,1,Dewasa_Muda,Murah,Mr,Rendah,7.8958
1,1,female,47.0,1,1,52.5542,S,3,0,Dewasa,Sangat_Mahal,Mrs,Tinggi,17.518066666666666
0,1,male,33.0,0,0,5.0,S,1,1,Dewasa_Muda,Murah,Mr,Rendah,5.0
0,3,male,47.0,0,0,9.0,S,1,1,Dewasa,Menengah,Mr,Rendah,9.0
1,2,female,28.0,1,0,24.0,C,2,0,Dewasa_Muda,Mahal,Mrs,Sedang,12.0
1,3,female,15.0,0,0,7.225,C,1,1,Remaja,Murah,Miss,Sedang,7.225
0,3,male,20.0,0,0,9.8458,S,1,1,Dewasa_Muda,Menengah,Mr,Rendah,9.8458
0,3,male,19.0,0,0,7.8958,S,1,1,Dewasa_Muda,Murah,Mr,Rendah,7.8958
0,3,male,28.0,0,0,7.8958,S,1,1,Dewasa_Muda,Murah,Mr,Rendah,7.8958
1,1,female,56.0,0,1,83.1583,C,2,0,Dewasa,Sangat_Mahal,Mrs,Tinggi,41.57915
1,2,female,25.0,0,1,26.0,S,2,0,Dewasa_Muda,Mahal,Mrs,Sedang,13.0
0,3,male,33.0,0,0,7.8958,S,1,1,Dewasa_Muda,Murah,Mr,Rendah,7.8958
0,3,female,22.0,0,0,10.5167,S,1,1,Dewasa_Muda,Menengah,Miss,Sedang,10.5167
0,2,male,28.0,0,0,10.5,S,1,1,Dewasa_Muda,Menengah,Mr,Rendah,10.5
0,3,male,25.0,0,0,7.05,S,1,1,Dewasa_Muda,Murah,Mr,Rendah,7.05
0,3,female,39.0,0,5,29.125,Q,6,0,Dewasa,Mahal,Mrs,Sedang,4.854166666666667
0,2,male,27.0,0,0,13.0,S,1,1,Dewasa_Muda,Menengah,Lainnya,Rendah,13.0
1,1,female,19.0,0,0,30.0,S,1,1,Dewasa_Muda,Mahal,Miss,Tinggi,30.0
0,3,female,28.0,1,2,23.45,S,4,0,Dewasa_Muda,Mahal,Miss,Sedang,5.8625
1,1,male,26.0,0,0,30.0,C,1,1,Dewasa_Muda,Mahal,Mr,Rendah,30.0
0,3,male,32.0,0,0,7.75,Q,1,1,Dewasa_Muda,Murah,Mr,Rendah,7.75
